Question,Answer,Topic,Tags
What is `admintools` and what OS user must run it?,"<b>ANSWER:</b> The primary administration command-line interface for Vertica clusters.<br><br>Must be executed by the <b>`dbadmin`</b> operating system user. Handles database creation, start/stop, adding/dropping nodes, license installation, and viewing cluster state.",Cluster Administration,vertica admintools dbadmin administration
How do you start and stop a Vertica database using `admintools`?,<b>ANSWER:</b> Use `-t start_db` and `-t stop_db`.<br><br><b>Start:</b><br><code>admintools -t start_db -d vdb -p secret</code><br><b>Stop:</b><br><code>admintools -t stop_db -d vdb -p secret --force</code>,Cluster Administration,vertica admintools start_db stop_db
How do you restart a downed node in an active cluster using `admintools`?,"<b>ANSWER:</b> Use `-t restart_node`.<br><br><b>The Command:</b><br><code>admintools -t restart_node -d vdb -s 192.168.1.51 -p secret</code><br><br>Starts the Vertica process on the downed node, which then joins cluster quorum and initiates historical recovery.",Cluster Administration,vertica admintools restart_node recovery
List the 5 primary Node Lifecycle States in Vertica.,"<b>ANSWER:</b> `INITIALIZING`, `UP`, `DOWN`, `RECOVERING`, and `STANDBY`.<br><br>• <b>UP:</b> Fully active, participating in query execution.<br>• <b>DOWN:</b> Process stopped or unreachable.<br>• <b>RECOVERING:</b> Pulling missing transactions from buddy nodes.<br>• <b>INITIALIZING:</b> Starting up and contacting Spread daemon.<br>• <b>STANDBY:</b> Eon Mode spare compute node.",Cluster Administration,vertica administration node_states lifecycle
What is `vbr` (Vertica Backup and Restore)?,"<b>ANSWER:</b> The dedicated snapshot backup utility for Vertica.<br><br>Uses configuration files (`backup.ini`) to take consistent, multi-node snapshots to remote backup hosts, local disk, or cloud object storage (S3). Supports full, incremental, and hard-link backups.",Backup & Recovery,vertica vbr backup restore disaster
How does `vbr` perform Object-Level Backup and Restore?,"<b>ANSWER:</b> Backing up or restoring specific tables rather than the entire cluster.<br><br>Configured in the `.ini` file via <code>objects = schema1.table1, schema2.table2</code>. Restored using <code>vbr --task restore --config-file backup.ini</code>.",Backup & Recovery,vertica vbr object_level backup
What is Cross-Cluster Replication in Vertica using `vbr`?,<b>ANSWER:</b> Replicating snapshot data from a primary cluster directly to a standby DR cluster.<br><br><b>Syntax:</b><br><code>vbr --task replicate --config-file replicate.ini</code><br><br>Synchronizes communal data or local partitions between two independent Vertica clusters for disaster recovery.,Backup & Recovery,vertica vbr replication disaster_recovery
How do you audit licensed database data size in Vertica?,<b>ANSWER:</b> Run `AUDIT_LICENSE_SIZE()`.<br><br><b>The SQL:</b><br><code>SELECT AUDIT_LICENSE_SIZE();</code><br><code>SELECT * FROM v_catalog.license_audits ORDER BY audit_start_timestamp DESC LIMIT 1;</code><br><br>Calculates raw uncompressed data size across all tables to verify compliance with licensed terabyte limits.,Cluster Administration,vertica licensing audit license_size
How do you terminate a runaway query in Vertica SQL?,"<b>ANSWER:</b> Use `INTERRUPT_STATEMENT()` or `CLOSE_SESSION()`.<br><br><b>Interrupt specific query:</b><br><code>SELECT INTERRUPT_STATEMENT('session_id', statement_id);</code><br><b>Kill entire session:</b><br><code>SELECT CLOSE_SESSION('session_id');</code><br>Find session IDs in `V_MONITOR.SESSIONS`.",Cluster Administration,vertica administration sessions terminate
Where is the primary server log file (`vertica.log`) located?,"<b>ANSWER:</b> Inside the node's catalog directory.<br><br><b>Path:</b><br><code>&lt;catalog_path&gt;/&lt;database_name&gt;/&lt;node_name&gt;_catalog/vertica.log</code><br><br>Contains startup messages, Tuple Mover passes, checkpoint events, recovery logs, and engine errors.",Cluster Administration,vertica administration logs vertica_log
What is the Spread Daemon in Vertica?,"<b>ANSWER:</b> The low-latency internal messaging and cluster membership service.<br><br>Runs on all nodes communicating over UDP/TCP port 4803. Manages cluster heartbeat, node up/down state transitions, and distributed agreement for transaction commits.",Cluster Administration,vertica spread clustering heartbeat networking
What is Partition Swapping (`SWAP_PARTITIONS_BETWEEN_TABLES`)?,"<b>ANSWER:</b> Instant, zero-copy metadata swap of entire table partitions.<br><br><b>The SQL:</b><br><code>SELECT SWAP_PARTITIONS_BETWEEN_TABLES('staging_sales', '2026-08', '2026-08', 'prod_sales');</code><br><br>Swaps physical ROS container pointers between staging and production tables in milliseconds with zero downtime.",Data Ingestion,vertica partitions swap_partitions staging
What is the `TIMESERIES` clause in Vertica SQL?,"<b>ANSWER:</b> Built-in SQL syntax for time series gap filling and regularizing data points.<br><br><b>Example:</b><br><code>SELECT slice_time, symbol, TS_FIRST_VALUE(price, 'CONST') <br>FROM trades <br>TIMESERIES slice_time AS '5 seconds' OVER (PARTITION BY symbol ORDER BY trade_time);</code><br>Generates uniform 5-second interval time slices even if trades occurred irregularly.",Analytical SQL,vertica sql timeseries gap_filling
What is `CONDITIONAL_CHANGE_EVENT()` in Vertica?,"<b>ANSWER:</b> An analytic window function that increments an integer counter whenever a column value changes.<br><br><b>The SQL:</b><br><code>SELECT user_id, action, <br>       CONDITIONAL_CHANGE_EVENT(action) OVER (PARTITION BY user_id ORDER BY event_time) AS session_id <br>FROM user_logs;</code><br>Crucial for sessionizing clickstream data without writing complex procedural loops.",Analytical SQL,vertica sql analytics conditional_change_event
What is `CONDITIONAL_TRUE_EVENT()` in Vertica?,<b>ANSWER:</b> Increments a counter every time a boolean condition evaluates to TRUE.<br><br><b>Example:</b><br><code>CONDITIONAL_TRUE_EVENT(temp > 100) OVER (PARTITION BY sensor_id ORDER BY time)</code><br>Counts the cumulative number of heat spikes observed over time for each sensor.,Analytical SQL,vertica sql analytics conditional_true_event
What is the `MATCH (...)` clause in Vertica SQL?,"<b>ANSWER:</b> Complex Event Processing (CEP) pattern matching across rows using regular-expression-like syntax.<br><br>Enables querying patterns across ordered sequences of events (e.g. ""Find users who performed Action A, followed within 3 rows by Action B, followed by Action C"").",Analytical SQL,vertica sql cep pattern_matching match
What is a Flex Table in Vertica?,"<b>ANSWER:</b> A hybrid schema-less table for ingesting semi-structured data (JSON, CSV, Avro) without predefined DDL.<br><br><b>The SQL:</b><br><code>CREATE FLEX TABLE raw_events();</code><br><code>COPY raw_events FROM 'data.json' PARSER fjsonparser();</code><br>Data is loaded immediately and queried using standard SQL without defining columns first.",Flex Tables,vertica flex_tables json nosql
What is the `__raw__` column in a Vertica Flex Table?,<b>ANSWER:</b> An internal VMap binary column that stores all unmapped key-value pairs.<br><br>You query attributes directly using map syntax:<br><code>SELECT __raw__['user']['id']::int FROM raw_events;</code><br>Eliminates data conversion delays during high-velocity data ingestion.,Flex Tables,vertica flex_tables __raw__ vmap
Name 5 essential `vsql` meta-commands used by Vertica DBAs.,"<b>ANSWER:</b> Core slash commands in `vsql`:<br><br>• <code>\d</code>: List tables, views, and system tables.<br>• <code>\dj</code>: List projections and their anchor tables.<br>• <code>\dp</code>: List object privileges and grants.<br>• <code>\timing</code>: Toggle execution timing display on/off.<br>• <code>\x</code>: Toggle expanded vertical display for wide rows.",User Tools,vertica vsql meta_commands dba
Why should every production SQL script in `vsql` include `\set ON_ERROR_STOP on`?,"<b>ANSWER:</b> Halts script execution immediately if any SQL error occurs.<br><br>Without this setting, `vsql` logs the error and blindly continues executing subsequent statements, which can cause disastrous partial data migrations or accidental drops.",User Tools,vertica vsql on_error_stop scripts
How do you export Vertica query results directly into Parquet files?,<b>ANSWER:</b> Use the `EXPORT TO PARQUET` statement.<br><br><b>The SQL:</b><br><code>EXPORT TO PARQUET(directory = 's3://mybucket/sales_parquet') <br>OVER (PARTITION BY year) AS <br>SELECT * FROM sales;</code><br><br>Directly streams columnar Parquet data to cloud storage or HDFS.,Analytical SQL,vertica sql export parquet s3
What is `APPROXIMATE_COUNT_DISTINCT()` in Vertica?,"<b>ANSWER:</b> HyperLogLog approximation of distinct values for massive datasets.<br><br>Returns a cardinality estimate with typical ~1–2% error rate in a fraction of the time and memory required by exact `COUNT(DISTINCT col)`, ideal for real-time dashboards.",Analytical SQL,vertica sql analytics hyperloglog approximate
What does `COPY ... ON ANY NODE` do in Vertica?,"<b>ANSWER:</b> Distributes file parsing and ingestion across multiple cluster nodes in parallel.<br><br><b>Syntax:</b><br><code>COPY sales FROM 's3://bucket/*.csv' ON ANY NODE DIRECT;</code><br><br>Instead of a single initiator node reading all files and suffering an I/O bottleneck, Vertica divides the files among all available nodes to load in parallel at line rate.",Data Ingestion,vertica ingestion copy on_any_node parallel
How do you capture rejected rows and parsing errors during a `COPY` operation?,<b>ANSWER:</b> Use the `REJECTED DATA` and `EXCEPTIONS` clauses.<br><br><b>Syntax:</b><br><code>COPY users FROM 'users.csv' <br>REJECTED DATA 'rejected.log' EXCEPTIONS 'exceptions.log' DIRECT;</code><br><br>Valid rows are committed; malformed or type-mismatched rows are written to the rejected data file with the exact failure reason without aborting the entire load.,Data Ingestion,vertica ingestion copy rejected_data exceptions
What is `ANALYZE_STATISTICS()` in Vertica and when must a DBA run it?,"<b>ANSWER:</b> Collects data distribution statistics (histograms, distinct counts) for the query optimizer.<br><br><b>The SQL:</b><br><code>SELECT ANALYZE_STATISTICS('sales_fact');</code><br><br>Must be run after large initial data loads or major data modifications. Without statistics, the optimizer relies on generic defaults and may choose disastrous join algorithms.",Query Tuning,vertica tuning analyze_statistics optimizer
How does Table Partitioning in Vertica differ from traditional database partitioning?,"<b>ANSWER:</b> Vertica uses Partition Expressions rather than rigid manual tablespaces.<br><br><b>Example:</b><br><code>PARTITION BY (sales_date::date);</code><br>Or monthly: <code>PARTITION BY (date_part('year', sales_date)*100 + date_part('month', sales_date));</code><br>Partitions are used for easy data lifecycle management (`DROP_PARTITIONS`) and partition pruning, NOT for parallelism (Segmentation handles parallelism).",Storage Management,vertica partitioning table storage
What is Hierarchical Partitioning (Partition Groups) in Vertica?,<b>ANSWER:</b> Grouping older daily/monthly partitions into broader yearly partition groups.<br><br>Prevents partition explosion and ROS sprawl. Active current data stays in daily partitions for fast pruning; historical data is automatically consolidated into yearly groups by the Tuple Mover.,Storage Management,vertica partitioning partition_groups maintenance
How do you instantly drop 5 years of historical data from a partitioned table?,"<b>ANSWER:</b> Use the `DROP_PARTITIONS()` function.<br><br><b>The SQL:</b><br><code>SELECT DROP_PARTITIONS('sales', 201801, 202212);</code><br><br>Instantly deletes metadata pointers and associated ROS containers on disk in milliseconds without scanning the table or creating deletion vectors.",Storage Management,vertica partitioning drop_partitions purge
What are the lock modes in Vertica and where do you view active locks?,"<b>ANSWER:</b> `V_MONITOR.LOCKS`<br><br>• <b>Modes:</b> `T` (Tuple Mover lock), `S` (Shared read lock), `X` (Exclusive write lock), `O` (Owner DDL lock).<br>• <b>Inspection SQL:</b><br><code>SELECT node_name, object_name, lock_mode, lock_scope <br>FROM v_monitor.locks;</code>",System Catalogs,vertica catalogs locks concurrency
What is the Vertica Data Collector and how do you query historical component metrics?,"<b>ANSWER:</b> An internal subsystem that continuously records operational metrics into ring-buffer tables.<br><br>Persisted in tables named `DC_*` (e.g. `V_MONITOR.DC_RESOURCE_POOL_STATUS`, `DC_REQUESTS_COMPLETED`). Allows DBAs to investigate query performance and resource usage hours or days after an incident occurred.",Cluster Administration,vertica administration data_collector dc_tables
What is the difference between `V_MONITOR.SESSIONS` and `V_CATALOG.USERS`?,"<b>ANSWER:</b> Real-time connected sessions vs. static user definitions.<br><br>• <code>V_MONITOR.SESSIONS</code>: Active TCP sessions, client IP addresses, session start times, currently running statement IDs.<br>• <code>V_CATALOG.USERS</code>: Permanent user catalog accounts, default resource pools, password expiry settings.",System Catalogs,vertica catalogs sessions users
What is the `FLATTEN()` table function in Vertica?,"<b>ANSWER:</b> Explodes JSON or nested arrays into individual relational rows.<br><br><b>The SQL:</b><br><code>SELECT user_id, FLATTEN(tags) OVER (PARTITION BY user_id) <br>FROM user_profiles;</code><br>Converts an array `['sql', 'vertica', 'aws']` into 3 discrete rows for standard relational aggregation.",Analytical SQL,vertica sql flatten json arrays
What are Virtual (Generated) Columns in Vertica?,"<b>ANSWER:</b> Computed columns whose values are derived from expressions on other columns.<br><br><b>Syntax:</b><br><code>ALTER TABLE orders ADD COLUMN total_with_tax AS (price * 1.08);</code><br>Can be included in projection sort orders, enabling fast filter evaluation on derived calculations without physically storing duplicate data.",Columnar Architecture,vertica ddl virtual_columns expressions
What is the difference between `REFRESH` modes: `REBUILD` vs `SCRATCH` in Vertica?,"<b>ANSWER:</b> How projection data is refreshed from existing projections.<br><br>• <b>REBUILD:</b> Builds the new projection by scanning and sorting an existing, compatible projection. Highly efficient.<br>• <b>SCRATCH:</b> Builds the projection from scratch by scanning the underlying table data when no compatible sorted projection exists.",Projection Design,vertica projections refresh rebuild scratch
What does `SELECT CLOSE_ALL_SESSIONS();` do?,"<b>ANSWER:</b> Immediately terminates all user sessions across the entire cluster.<br><br>Must be run by `dbadmin` when preparing the database for emergency maintenance, an immediate shutdown, or exclusive single-user operations.",Cluster Administration,vertica administration sessions close_all_sessions
What is the `dbLog` file in Vertica?,"<b>ANSWER:</b> A human-readable record of major database lifecycle and administrative events.<br><br>Logs cluster startup, shutdown, node additions, node failures, and major catalog transactions. Located in the database catalog directory alongside `vertica.log`.",Cluster Administration,vertica administration dblog logging
What is Spread Tracing and when should a Vertica DBA enable it?,"<b>ANSWER:</b> Debug logging for cluster networking and consensus communication.<br><br>Enabled via <code>admintools -t set_spread_logging</code> when investigating phantom node dropouts, split-brain false alarms, or inter-node UDP packet loss across network switches.",Cluster Administration,vertica spread networking troubleshooting
How does Vertica handle transactions across multiple nodes during bulk loading?,"<b>ANSWER:</b> Two-Phase Commit (2PC) coordinated by the Initiator node.<br><br>The client connects to any arbitrary node (the Initiator). The Initiator distributes data slices, coordinates prepare messages, and issues the commit epoch broadcast via the Spread daemon.",Columnar Architecture,vertica architecture 2pc commit transactions
What is the `AUDIT_LICENSE_SIZE()` grace period behavior in Vertica?,"<b>ANSWER:</b> 30-day compliance grace period before restricting write operations.<br><br>If total uncompressed data exceeds licensed capacity, Vertica sends administrative alerts and grants a 30-day grace window. If unresolved after 30 days, Vertica disables new write operations (`INSERT`, `COPY`, `UPDATE`) while queries continue reading.",Cluster Administration,vertica licensing compliance grace_period
What is the `CLEAR_DATA_COLLECTOR()` function in Vertica?,<b>ANSWER:</b> Flushes in-memory operational metrics from Data Collector ring buffers to disk.<br><br>Used by DBAs before running diagnostic scripts or clearing memory after resolving high-intensity system outages.,Cluster Administration,vertica administration data_collector maintenance
