Question,Answer,Topic,Tags
What is the `RETURNING` clause in PostgreSQL?,"<b>ANSWER:</b> Immediately returns values from rows created or modified by `INSERT`, `UPDATE`, or `DELETE`.<br><br><b>Example:</b><br><code>INSERT INTO users (name, email) VALUES ('Alice', 'a@b.com') RETURNING id;</code><br>Eliminates a second round-trip `SELECT` to fetch auto-generated primary keys.",Advanced DML,sql postgres returning dml performance
"How do you find unique pairs of items without generating duplicate reciprocal pairs (A, B) and (B, A)?","<b>ANSWER:</b> Use a Self-Join with an inequality condition `a.id &lt; b.id`.<br><br><b>The SQL:</b><br><code>SELECT a.name, b.name FROM products a &lt;br>JOIN products b ON a.category_id = b.category_id AND a.id &lt; b.id;</code><br>The `&lt;` prevents self-matches (`a.id = b.id`) and duplicate reversed pairs.",Joins & Set Operations,sql joins self_join pairs inequality
Why is indexing Foreign Key columns mandatory in high-throughput OLTP databases?,"<b>ANSWER:</b> To prevent full table scans and severe table locks when parent rows are deleted or updated.<br><br>If `Orders.customer_id` is NOT indexed, deleting a customer requires Postgres to perform a sequential scan across the entire `Orders` table to verify referential integrity, acquiring heavy table locks.",Query Optimization,sql indexes foreign_key oltp locks
Is `WHERE name = TRIM(:input)` SARGable?,"<b>ANSWER:</b> YES ✅<br><br>Because the function `TRIM()` is executed on the &lt;b>input parameter / constant</b>, not on the table column. The database trims the input once, and uses the standard B-Tree index on `name` to perform a fast Index Seek.",Query Optimization,sql optimization sargable parameters index
Why is `WHERE first_name || ' ' || last_name = 'John Doe'` non-SARGable?,"<b>ANSWER:</b> Concatenating columns creates an expression that cannot use individual column indexes.<br><br><b>Non-SARGable:</b> &lt;code>WHERE first_name || ' ' || last_name = 'John Doe'</code> (Forces full table scan).<br><b>SARGable Rewrite:</b> &lt;code>WHERE first_name = 'John' AND last_name = 'Doe'</code> (Uses composite index on `(first_name, last_name)`).",Query Optimization,sql optimization sargable concatenation index
What is Index Selectivity and when will the optimizer reject an index in favor of a Sequential Scan?,"<b>ANSWER:</b> The percentage of unique, matching rows retrieved.<br><br><b>Rule of Thumb:</b> If a query matches more than &lt;b>10% to 15%</b> of the total rows in a table, the query planner deliberately ignores the index and performs a Sequential Scan. Reading sequential blocks off disk is faster than bouncing randomly through index pointers for high percentages of rows.",Query Optimization,sql optimizer selectivity seq_scan index
Why is building an index on a Boolean column (`true`/`false`) usually a complete waste of storage?,"<b>ANSWER:</b> Extremely poor selectivity (only 2 distinct values).<br><br>If 50% of rows are `true` and 50% are `false`, the optimizer will NEVER use the index (it will use a Seq Scan).<br><b>Exception:</b> A &lt;b>Partial Index</b> (e.g. `WHERE is_active = false`) is effective if only 0.1% of rows are false.",Query Optimization,sql indexes boolean selectivity partial_index
What is the difference between an 'Index Condition' and a 'Filter' in an EXPLAIN plan?,<b>ANSWER:</b> Index Seek vs. Post-fetch evaluation.<br><br>• &lt;b>Index Condition:</b> The index was used to jump directly to the target rows (fast B-Tree seek).<br>• &lt;b>Filter:</b> Rows had to be fetched and evaluated individually in memory (slower). Strive to push conditions into the Index Condition.,Query Optimization,sql explain index_condition filter tuning
What is a Bitmap Index Scan in PostgreSQL?,"<b>ANSWER:</b> Combining multiple indexes using in-memory bitwise AND/OR operations.<br><br><b>Example:</b> If you query `WHERE city = 'London' AND age > 50`, Postgres uses an index on `city` to create a bitmap, an index on `age` to create a second bitmap, ANDs them together, and only visits the exact matching data pages on disk.",Query Optimization,sql postgres bitmap_scan explain optimization
What does `Sort Method: external merge Disk` indicate in an EXPLAIN plan?,"<b>ANSWER:</b> The query's sort operation exceeded `work_mem` and spilled to slow disk storage.<br><br><b>Fix:</b> Increase `work_mem` for the query session: &lt;code>SET work_mem = '256MB';</code>, or create an index that matches the `ORDER BY` clause to eliminate sorting entirely.",Query Optimization,sql explain work_mem sort disk spill
How do you safely prevent 'Division by Zero' errors in SQL?,"<b>ANSWER:</b> Use `NULLIF(divisor, 0)`.<br><br><b>The SQL:</b><br><code>SELECT revenue / NULLIF(ad_spend, 0) AS roi &lt;br>FROM marketing_campaigns;</code><br>If `ad_spend = 0`, `NULLIF` turns it into `NULL`. Dividing by NULL returns `NULL` rather than crashing the query with a fatal runtime error.",SQL Gotchas,sql functions nullif division_by_zero
How do you calculate a percentage pass rate using `CASE WHEN` inside `AVG()`?,"<b>ANSWER:</b> Return 1.0 for pass and 0.0 for fail.<br><br><b>The SQL:</b><br><code>SELECT course_id, &lt;br>       AVG(CASE WHEN score >= 50 THEN 1.0 ELSE 0.0 END) * 100 AS pass_percentage &lt;br>FROM exam_results GROUP BY course_id;</code><br>Clean mathematical trick that replaces complex subqueries.",Analytical SQL,sql analytics case_when avg percentage
"What is the difference between `EXTRACT()`, `DATE_PART()`, and `DATE_TRUNC()` in PostgreSQL?","<b>ANSWER:</b> Extracting a numeric subfield vs. Rounding down a timestamp.<br><br>• &lt;b>`EXTRACT(MONTH FROM date)`:</b> Returns a number (e.g. `8` for August).<br>• &lt;b>`DATE_TRUNC('month', date)`:</b> Rounds down to the 1st of the month: `'2024-08-01 00:00:00'`. Essential for monthly trend aggregations in `GROUP BY`.",Analytical SQL,sql postgres dates date_trunc extract
How do you query 7 days of historical data using relative interval arithmetic?,<b>ANSWER:</b> Subtract an `INTERVAL` from `NOW()`.<br><br><b>The SQL:</b><br><code>SELECT * FROM audit_logs &lt;br>WHERE created_at >= NOW() - INTERVAL '7 days';</code>,Analytical SQL,sql postgres dates intervals
What is the difference between `JSON` and `JSONB` in PostgreSQL?,"<b>ANSWER:</b> Raw text string vs. Decomposed binary format.<br><br>• &lt;b>`JSON`:</b> Stores exact plain text (preserves whitespace). Fast to insert, but slow to query because it must be re-parsed on every read.<br>• &lt;b>`JSONB` (Recommended):</b> Decomposed binary storage. Slightly slower to insert, but dramatically faster to query and supports GIN indexing.",JSONB & Modern Types,sql postgres json jsonb types
What is the difference between the `->` and `->>` operators in PostgreSQL JSONB?,"<b>ANSWER:</b> Returning a JSON object vs. Returning plain text.<br><br>• &lt;b>`data -> 'user'`:</b> Returns `{""name"": ""Alice""}` as JSONB.<br>• &lt;b>`data ->> 'name'`:</b> Returns `'Alice'` as a standard `TEXT` string for display or string comparisons.",JSONB & Modern Types,sql postgres jsonb operators
What does the `@>` containment operator do in PostgreSQL JSONB?,"<b>ANSWER:</b> Checks if a JSONB document contains a specific key-value pattern.<br><br><b>The SQL:</b><br><code>SELECT * FROM users WHERE profile @> '{""role"": ""admin""}';</code><br>Can be accelerated with a standard GIN index for microsecond lookups across millions of complex JSON documents.",JSONB & Modern Types,sql postgres jsonb containment gin
What is `DISTINCT ON (col)` in PostgreSQL and why is it superior to window functions for 'Top 1 per group'?,"<b>ANSWER:</b> An optimized, single-pass syntax to retrieve the top row for each distinct group.<br><br><b>The SQL:</b><br><code>SELECT DISTINCT ON (user_id) user_id, order_date, total_amount &lt;br>FROM orders &lt;br>ORDER BY user_id, order_date DESC;</code><br>Returns the single most recent order per user in a single index scan without CTEs or `ROW_NUMBER()`.",Analytical SQL,sql postgres distinct_on top_1 performance
How do you calculate Day-over-Day growth percentage using `LAG()`?,"<b>ANSWER:</b> Compare current day revenue with previous day revenue.<br><br><b>The SQL:</b><br><code>SELECT day, revenue, &lt;br>       ROUND((revenue - LAG(revenue) OVER (ORDER BY day)) / &lt;br>             LAG(revenue) OVER (ORDER BY day) * 100, 2) AS dod_growth_pct &lt;br>FROM daily_revenue;</code>",Window Functions,sql window_functions lag growth analytics
When should you use a Temporary Table (`CREATE TEMP TABLE`) instead of a CTE?,<b>ANSWER:</b> When intermediate data is reused multiple times and needs indexing.<br><br>• &lt;b>CTE:</b> Best for clean single-query logic.<br>• &lt;b>Temp Table:</b> Best when processing multi-million row subsets in complex ETL pipelines where you need to run `CREATE INDEX` or `ANALYZE` on the intermediate data.,CTEs & Subqueries,sql temp_table cte performance etl
How do you unnest a JSON or array column while preserving parent row columns?,"<b>ANSWER:</b> Use a `CROSS JOIN LATERAL` or comma unnest in PostgreSQL.<br><br><b>The SQL:</b><br><code>SELECT u.id, u.name, tag &lt;br>FROM users u, UNNEST(u.tags) AS tag;</code><br>Produces a normalized relational row for every individual tag in each user's array.",Analytical SQL,sql postgres unnest lateral arrays
Can PostgreSQL B-Tree indexes index `NULL` values?,"<b>ANSWER:</b> YES ✅ (Unlike Oracle, where standard B-Trees ignore all-null rows).<br><br>In PostgreSQL, `WHERE col IS NULL` is fully SARGable and can execute as an instant B-Tree index scan.",Query Optimization,sql postgres indexes null sargable
What is a Backward Index Scan (`Index Scan Backward`) in an EXPLAIN plan?,"<b>ANSWER:</b> Traversing a B-Tree index in reverse direction.<br><br>If an index is built in `ASC` order and you query `ORDER BY col DESC`, Postgres simply reads the B-Tree leaf pages in reverse, avoiding an in-memory sort.",Query Optimization,sql explain index_scan backward order_by
Why should `random_page_cost` be reduced from 4.0 to 1.1 on SSD / NVMe drives in PostgreSQL?,"<b>ANSWER:</b> The default `4.0` was designed for spinning magnetic hard disks where random seeks were 4x slower.<br><br>On fast NVMe/SSDs, random reads have near-zero seek penalty. Setting `random_page_cost = 1.1` convinces the query planner to choose fast Index Scans over slow Sequential Scans.",Query Optimization,sql postgres tuning random_page_cost ssd
What parameter controls temporary disk spills during sorting and hash joins?,"<b>ANSWER:</b> `work_mem`<br><br>You can safely increase it temporarily for a single heavy analytical query:<br><code>SET LOCAL work_mem = '512MB';</code><br><code>SELECT customer_id, SUM(amount) FROM orders GROUP BY 1;</code><br>Eliminates `external merge Disk` spills.",Query Optimization,sql tuning work_mem sort spill
How do you log queries that spill temporary files to disk in PostgreSQL?,"<b>ANSWER:</b> Set `log_temp_files = 0` in `postgresql.conf`.<br><br>Postgres writes a warning to the server log whenever a query spills sorting or hash operations to disk, recording the exact query and size of temporary disk files created.",Query Optimization,sql postgres tuning log_temp_files monitoring
How do you count distinct pairs of columns in SQL?,"<b>ANSWER:</b> `COUNT(DISTINCT (col1, col2))` or using a subquery.<br><br><b>PostgreSQL Syntax:</b><br><code>SELECT COUNT(DISTINCT (user_id, product_id)) FROM user_events;</code><br><b>Standard SQL:</b><br><code>SELECT COUNT(*) FROM (SELECT DISTINCT user_id, product_id FROM user_events) sub;</code>",Analytical SQL,sql count distinct combinations
What is the `citext` extension in PostgreSQL?,"<b>ANSWER:</b> Case-insensitive text data type.<br><br>Automatically treats `'Alice'` and `'alice'` as identical in `WHERE` and `UNIQUE` constraints without requiring `LOWER()` function wrappers, making all searches natively SARGable on standard B-Tree indexes.",JSONB & Modern Types,sql postgres citext case_insensitive types
What does the `OVERLAPS` operator do in SQL?,"<b>ANSWER:</b> Evaluates whether two time intervals overlap.<br><br><b>The SQL:</b><br><code>SELECT (DATE '2024-01-01', DATE '2024-01-15') OVERLAPS &lt;br>       (DATE '2024-01-10', DATE '2024-01-20');</code><br>Returns `TRUE` in microseconds without writing complex multi-part `AND/OR` date comparison logic.",Analytical SQL,sql dates overlaps intervals
What is the difference between `NOW()` and `CLOCK_TIMESTAMP()` in PostgreSQL?,<b>ANSWER:</b> Transaction start time vs. Real-time wall clock.<br><br>• &lt;b>`NOW()` / `CURRENT_TIMESTAMP`:</b> Returns the timestamp when the *transaction* began. Remains identical across all statements in the transaction.<br>• &lt;b>`CLOCK_TIMESTAMP()`:</b> Returns the actual current wall-clock time as the statement executes. Changes between rows.,SQL Gotchas,sql postgres dates now clock_timestamp
"What is `EXPLAIN (BUFFERS, ANALYZE)` and why is it the gold standard of query tuning?","<b>ANSWER:</b> Displays actual execution time AND memory buffer cache page hits vs disk reads.<br><br>Tells you exactly how many 8KB blocks were read from RAM (`Shared Hit`) vs slow disk (`Shared Read`), and if any dirty blocks were written, exposing the true I/O bottleneck.",Query Optimization,sql explain buffers analyze tuning
How do you clean an EXPLAIN plan for sharing without cluttered cost numbers?,"<b>ANSWER:</b> Use `EXPLAIN (COSTS OFF)`.<br><br><b>Syntax:</b><br><code>EXPLAIN (COSTS OFF) SELECT * FROM users WHERE id = 5;</code><br>Produces a clean, human-readable outline of the execution tree (Index Scan on users_pkey).",Query Optimization,sql explain costs_off documentation
What is the 'Parameter Sniffing / Prepared Statement' plan caching problem in PostgreSQL?,"<b>ANSWER:</b> Postgres generating a generic execution plan after 5 executions of a prepared statement.<br><br>If an input parameter is skewed (e.g. status 'PENDING' has 5 rows, but 'COMPLETED' has 10 million rows), the generic plan may pick a Seq Scan for 'PENDING', destroying performance for small queries.",Query Optimization,sql postgres prepared_statements parameter_sniffing
What is `GREATEST()` and `LEAST()` in SQL?,"<b>ANSWER:</b> Row-level comparison functions that return the maximum or minimum value among a list of expressions.<br><br><b>The SQL:</b><br><code>SELECT student_id, GREATEST(math_score, english_score, science_score) AS best_score &lt;br>FROM report_cards;</code><br>(Distinct from columnar aggregate `MAX()` / `MIN()`).",SQL Gotchas,sql functions greatest least row_level
How do you calculate the 90th percentile of response times in PostgreSQL?,"<b>ANSWER:</b> Use `PERCENTILE_CONT(0.90) WITHIN GROUP (ORDER BY latency)`.<br><br><b>The SQL:</b><br><code>SELECT endpoint, &lt;br>       PERCENTILE_CONT(0.90) WITHIN GROUP (ORDER BY response_ms) AS p90_latency &lt;br>FROM api_logs GROUP BY endpoint;</code>",Analytical SQL,sql analytics percentiles p90 percentile_cont
What is the difference between `ARRAY_AGG()` and `STRING_AGG()` in PostgreSQL?,"<b>ANSWER:</b> Native SQL array vs. Formatted text string.<br><br>• &lt;b>`ARRAY_AGG(id)`:</b> Collects values into a native PostgreSQL array (`{1, 2, 3}`), which can be queried using array subscripting and operators.<br>• &lt;b>`STRING_AGG(name, ', ')`:</b> Produces a single formatted `TEXT` string (`'Alice, Bob, Charlie'`).",Analytical SQL,sql postgres array_agg string_agg arrays
Why should you avoid `ORDER BY random() LIMIT 1` on large tables?,"<b>ANSWER:</b> It forces a Full Table Scan and in-memory sort of the ENTIRE table.<br><br>On 10 million rows, the database must generate a random number for all 10 million rows and sort them just to return 1 row. Use index-based sampling or `TABLESAMPLE BERNOULLI / SYSTEM` instead.",Query Optimization,sql optimization random tablesample performance
What does `TABLESAMPLE SYSTEM (1)` do in PostgreSQL?,<b>ANSWER:</b> Fast physical 1% block sampling of a table.<br><br><b>The SQL:</b><br><code>SELECT * FROM large_transactions TABLESAMPLE SYSTEM (1);</code><br>Directly reads 1% of random 8KB disk pages off disk in milliseconds without scanning the rest of the table.,Query Optimization,sql postgres tablesample sampling
What is the difference between `SIMILAR TO` and POSIX Regex `~` in PostgreSQL?,"<b>ANSWER:</b> SQL standard hybrid syntax vs. Powerful POSIX regular expressions.<br><br>• &lt;b>`SIMILAR TO`:</b> Blends SQL wildcards (`%`, `_`) with regex syntax. Rarely used and difficult to index.<br>• &lt;b>`~` (POSIX Regex):</b> Standard regex matching (e.g. `col ~ '^[A-Z][0-9]{3}'`). Can be accelerated with `pg_trgm` GIN indexes.",SQL Gotchas,sql postgres regex similar_to posix
How do you extract the Epoch (Unix timestamp in seconds) from a timestamp in PostgreSQL?,<b>ANSWER:</b> `EXTRACT(EPOCH FROM timestamp)`<br><br><b>The SQL:</b><br><code>SELECT EXTRACT(EPOCH FROM NOW())::bigint AS current_epoch_seconds;</code><br>And reverse it using: &lt;code>SELECT TO_TIMESTAMP(1700000000);</code>.,Analytical SQL,sql postgres dates epoch timestamps
What is the difference between `DELETE` and `TRUNCATE` regarding transaction rollbacks in PostgreSQL?,"<b>ANSWER:</b> BOTH can be rolled back in PostgreSQL!<br><br>Unlike MySQL or Oracle where `TRUNCATE` commits immediately, PostgreSQL supports transactional DDL. If you run `TRUNCATE my_table;` inside a `BEGIN ... ROLLBACK;` block, all rows are safely restored!",SQL Gotchas,sql postgres truncate rollback transactions
"What does `EXPLAIN (ANALYZE, TIMING OFF)` do in PostgreSQL?",<b>ANSWER:</b> Runs the query to collect actual row counts and buffer usage without timing overhead.<br><br>Collecting microsecond CPU timestamps on every node can introduce 10–20% overhead on high-throughput systems. `TIMING OFF` minimizes measurement bias while preserving actual row counts and I/O buffer stats.,Query Optimization,sql explain timing_off profiling tuning
What is a 'Correlated Lateral Subquery'?,<b>ANSWER:</b> A lateral join where the subquery evaluates dynamically based on values from the current outer row.<br><br>Combines the power of a correlated subquery with the flexibility of returning multiple columns and rows in the `FROM` clause.,Joins & Set Operations,sql joins lateral subqueries correlated
What is the difference between `ANY` and `ALL` in SQL subqueries?,<b>ANSWER:</b> Match at least one vs. Match every single one.<br><br>• &lt;b>`salary > ANY (SELECT salary FROM engineers)`:</b> True if your salary is greater than the *lowest* engineer salary.<br>• &lt;b>`salary > ALL (SELECT salary FROM engineers)`:</b> True only if your salary is greater than the *highest* engineer salary.,SQL Gotchas,sql subqueries any all operators
How do you write a query to detect duplicate rows in a table?,"<b>ANSWER:</b> Use `GROUP BY` with `HAVING COUNT(*) > 1`.<br><br><b>The SQL:</b><br><code>SELECT email, COUNT(*) &lt;br>FROM users &lt;br>GROUP BY email &lt;br>HAVING COUNT(*) > 1;</code>",Analytical SQL,sql duplicates groupby having
How do you find numbers that appear at least 3 times consecutively in a table?,"<b>ANSWER:</b> Use `LEAD()` and `LAG()` inside a CTE or subquery.<br><br><b>The SQL:</b><br><code>WITH consecutive AS ( &lt;br>    SELECT num, &lt;br>           LAG(num, 1) OVER (ORDER BY id) AS prev_num, &lt;br>           LEAD(num, 1) OVER (ORDER BY id) AS next_num &lt;br>    FROM logs &lt;br>) &lt;br>SELECT DISTINCT num FROM consecutive &lt;br>WHERE num = prev_num AND num = next_num;</code>",Interview SQL,sql interview consecutive lead lag leetcode
How do you solve the classic 'Human Traffic of Stadium' (3+ consecutive rows with condition) problem?,"<b>ANSWER:</b> Use the `id - ROW_NUMBER()` island grouping technique.<br><br><b>The SQL:</b><br><code>WITH high_traffic AS ( &lt;br>    SELECT id, visit_date, people, &lt;br>           id - ROW_NUMBER() OVER (ORDER BY id) AS island_id &lt;br>    FROM stadium WHERE people >= 100 &lt;br>), grouped AS ( &lt;br>    SELECT *, COUNT(*) OVER (PARTITION BY island_id) AS streak_len &lt;br>    FROM high_traffic &lt;br>) &lt;br>SELECT id, visit_date, people FROM grouped WHERE streak_len >= 3 ORDER BY visit_date;</code>",Interview SQL,sql interview gaps_and_islands window_functions leetcode
How do you calculate the Second Highest Salary in SQL without using LIMIT / OFFSET?,<b>ANSWER:</b> Use a subquery with `MAX()`.<br><br><b>The SQL:</b><br><code>SELECT MAX(salary) AS second_highest_salary &lt;br>FROM employees &lt;br>WHERE salary &lt; (SELECT MAX(salary) FROM employees);</code><br>Returns `NULL` cleanly if no second highest salary exists (whereas `LIMIT 1 OFFSET 1` returns 0 rows).,Interview SQL,sql interview max subquery second_highest
How do you calculate the Day-1 User Retention Rate in SQL?,"<b>ANSWER:</b> Join users' install date with their login activity on `install_date + 1 day`.<br><br><b>The SQL:</b><br><code>WITH installs AS ( &lt;br>    SELECT user_id, MIN(event_date) AS install_date &lt;br>    FROM activity GROUP BY user_id &lt;br>) &lt;br>SELECT ROUND(COUNT(a.user_id)::numeric / COUNT(i.user_id), 4) AS day1_retention_rate &lt;br>FROM installs i &lt;br>LEFT JOIN activity a ON i.user_id = a.user_id AND a.event_date = i.install_date + INTERVAL '1 day';</code>",Interview SQL,sql interview retention cohort analytics
How do you swap seats for every two adjacent students in a classroom seating table?,"<b>ANSWER:</b> Use `CASE` with odd/even ID arithmetic and `COALESCE(LEAD())`.<br><br><b>The SQL:</b><br><code>SELECT CASE &lt;br>    WHEN id % 2 = 1 AND id = (SELECT MAX(id) FROM seat) THEN id &lt;br>    WHEN id % 2 = 1 THEN id + 1 &lt;br>    ELSE id - 1 &lt;br>END AS id, student &lt;br>FROM seat ORDER BY id;</code>",Interview SQL,sql interview case arithmetic leetcode
How do you find customers who have bought ALL products available in the store?,<b>ANSWER:</b> `GROUP BY customer_id` with `HAVING COUNT(DISTINCT product_id)` equal to total product count.<br><br><b>The SQL:</b><br><code>SELECT customer_id FROM customer_purchases &lt;br>GROUP BY customer_id &lt;br>HAVING COUNT(DISTINCT product_id) = (SELECT COUNT(*) FROM products);</code>,Interview SQL,sql interview having count distinct division
How do you find managers who have at least 5 direct reports?,"<b>ANSWER:</b> Group reports by `manager_id` and join back to the Employee table.<br><br><b>The SQL:</b><br><code>SELECT m.name FROM employees m &lt;br>JOIN employees e ON m.id = e.manager_id &lt;br>GROUP BY m.id, m.name &lt;br>HAVING COUNT(e.id) >= 5;</code>",Interview SQL,sql interview joins groupby having
How do you delete duplicate rows from a table while preserving the row with the smallest ID?,<b>ANSWER:</b> Use `DELETE ... WHERE id NOT IN (SELECT MIN(id) ...)`.<br><br><b>The SQL:</b><br><code>DELETE FROM users &lt;br>WHERE id NOT IN ( &lt;br>    SELECT MIN(id) FROM users GROUP BY email &lt;br>);</code><br>Or in PostgreSQL using `ctid`: &lt;code>DELETE FROM users a USING users b WHERE a.email = b.email AND a.ctid > b.ctid;</code>.,Interview SQL,sql interview delete duplicates ctid dml
How do you build a Pivot Table in standard SQL without using proprietary vendor extensions?,"<b>ANSWER:</b> Use Conditional Aggregation with `MAX(CASE WHEN ...)`.<br><br><b>The SQL:</b><br><code>SELECT year, &lt;br>       SUM(CASE WHEN quarter = 'Q1' THEN revenue ELSE 0 END) AS q1_rev, &lt;br>       SUM(CASE WHEN quarter = 'Q2' THEN revenue ELSE 0 END) AS q2_rev, &lt;br>       SUM(CASE WHEN quarter = 'Q3' THEN revenue ELSE 0 END) AS q3_rev, &lt;br>       SUM(CASE WHEN quarter = 'Q4' THEN revenue ELSE 0 END) AS q4_rev &lt;br>FROM sales GROUP BY year;</code>",Analytical SQL,sql pivot conditional_aggregation case
How do you Unpivot columns into rows in modern PostgreSQL?,"<b>ANSWER:</b> Use `CROSS JOIN LATERAL (VALUES ...)`.<br><br><b>The SQL:</b><br><code>SELECT id, metric_name, metric_value &lt;br>FROM quarterly_results &lt;br>CROSS JOIN LATERAL (VALUES &lt;br>    ('Q1', q1_revenue), &lt;br>    ('Q2', q2_revenue), &lt;br>    ('Q3', q3_revenue), &lt;br>    ('Q4', q4_revenue) &lt;br>) AS v(metric_name, metric_value);</code>",Analytical SQL,sql unpivot lateral values postgres
How do you calculate a 7-day Rolling Average of daily sales per customer?,"<b>ANSWER:</b> Use `AVG()` with `PARTITION BY customer_id` and a 6-preceding row frame.<br><br><b>The SQL:</b><br><code>SELECT customer_id, sale_date, amount, &lt;br>       ROUND(AVG(amount) OVER ( &lt;br>           PARTITION BY customer_id &lt;br>           ORDER BY sale_date &lt;br>           ROWS BETWEEN 6 PRECEDING AND CURRENT ROW &lt;br>       ), 2) AS rolling_7day_avg &lt;br>FROM customer_sales;</code>",Window Functions,sql window_functions rolling_avg moving_window
"Why does `WHERE a = 1 OR b = 2` frequently cause slow Sequential Scans, and how do you optimize it?","<b>ANSWER:</b> B-Tree indexes cannot be used simultaneously across two different columns joined by `OR`.<br><br>Postgres must scan the entire table to evaluate both conditions.<br><b>The `UNION ALL` Rewrite:</b><br><code>SELECT * FROM orders WHERE a = 1 &lt;br>UNION &lt;br>SELECT * FROM orders WHERE b = 2;</code><br>Postgres executes two separate, blazing-fast Index Seeks and combines the results!",Query Optimization,sql optimization or_to_union sargable index
How do you update a table based on values from another table using `UPDATE ... FROM`?,<b>ANSWER:</b> Use the `UPDATE ... FROM ... WHERE` join syntax.<br><br><b>The SQL:</b><br><code>UPDATE accounts a &lt;br>SET balance = a.balance + b.bonus &lt;br>FROM yearly_bonuses b &lt;br>WHERE a.employee_id = b.employee_id;</code><br>100x faster than writing a correlated subquery in the `SET` clause.,Advanced DML,sql dml update_from join optimization
How do you optimize a query with a correlated subquery in the `SELECT` clause?,"<b>ANSWER:</b> Rewrite it as a `LEFT JOIN` with `GROUP BY`.<br><br><b>Slow ($O(N \times M)$):</b><br><code>SELECT c.name, (SELECT COUNT(*) FROM orders o WHERE o.customer_id = c.id) FROM customers c;</code><br><b>Fast ($O(N + M)$):</b><br><code>SELECT c.name, COUNT(o.id) FROM customers c &lt;br>LEFT JOIN orders o ON c.id = o.customer_id GROUP BY c.id, c.name;</code>",Query Optimization,sql optimization correlated_subquery left_join
What is the Equality-Sort-Range (ESR) Rule for designing multi-column composite indexes?,"<b>ANSWER:</b> The optimal column order in `CREATE INDEX (col1, col2, col3)`:<br><br>1. &lt;b>Equality (E):</b> Columns filtered by `=` come FIRST.<br>2. &lt;b>Sort (S):</b> Columns used in `ORDER BY` come SECOND.<br>3. &lt;b>Range (R):</b> Columns filtered by `&lt;`, `&gt;`, `BETWEEN` come LAST.<br>Guarantees an index seek, zero-cost sorting, and immediate range bounds.",Query Optimization,sql indexes esr composite design tuning
What is `SELECT ... FOR UPDATE SKIP LOCKED` and why is it used for high-concurrency job queues?,<b>ANSWER:</b> Locks available rows while automatically skipping rows locked by other concurrent workers.<br><br><b>The SQL:</b><br><code>SELECT * FROM job_queue &lt;br>WHERE status = 'PENDING' &lt;br>ORDER BY priority DESC LIMIT 1 &lt;br>FOR UPDATE SKIP LOCKED;</code><br>Allows 100 worker processes to pop jobs simultaneously without waiting on locks or deadlocking!,Concurrency & Locking,sql concurrency skip_locked queue locks
How do you optimize `LIKE '%term%'` substring searches in PostgreSQL using Trigram GIN indexes?,<b>ANSWER:</b> Install `pg_trgm` and build a GIN index.<br><br><b>The SQL:</b><br><code>CREATE EXTENSION IF NOT EXISTS pg_trgm;</code><br><code>CREATE INDEX idx_products_name_trgm ON products USING gin (name gin_trgm_ops);</code><br>Now wildcard searches like &lt;code>WHERE name ILIKE '%laptop%'</code> execute as an instant index scan instead of a 30-second sequential scan.,Query Optimization,sql postgres trigram gin wildcard like
What is Full-Text Search in PostgreSQL and why is it superior to `LIKE '%term%'`?,"<b>ANSWER:</b> Stemming, stop-word elimination, and inverted index lookups.<br><br><b>The SQL:</b><br><code>SELECT * FROM articles WHERE to_tsvector('english', body) @@ to_tsquery('english', 'database & tuning');</code><br>Matches variations like 'databases', 'tuned', 'tuning' in milliseconds across millions of large documents using a GIN index.",Query Optimization,sql postgres fts full_text_search gin
"How do you implement Keyset Pagination using a Composite Key `(created_at, id)`?","<b>ANSWER:</b> Use tuple comparison syntax.<br><br><b>The SQL:</b><br><code>SELECT * FROM orders &lt;br>WHERE (created_at, id) &lt; (:last_date, :last_id) &lt;br>ORDER BY created_at DESC, id DESC LIMIT 20;</code><br>Ensures stable, deterministic pagination with zero missed rows even if multiple orders share the identical `created_at` timestamp.",Query Optimization,sql pagination keyset composite performance
"Why should you pass arrays using `= ANY(:ids)` instead of generating `WHERE id IN (1, 2, ... 10000)`?","<b>ANSWER:</b> Query parsing overhead and plan cache pollution.<br><br>Generating massive SQL strings with 10,000 literal numbers forces the database parser to allocate megabytes of memory to parse the AST. Passing an array: &lt;code>WHERE id = ANY($1::int[])</code> uses a single static prepared plan with instant execution.",Query Optimization,sql optimization any array in prepared_statements
What is `jsonb_path_query()` in PostgreSQL 12+?,"<b>ANSWER:</b> Executes SQL/JSON path language expressions across nested JSON documents.<br><br><b>The SQL:</b><br><code>SELECT jsonb_path_query(payload, '$.items[*] ? (@.price > 100).name') &lt;br>FROM invoices;</code><br>Directly extracts matching inner element properties without unnesting or writing complex nested loops.",JSONB Mastery,sql postgres jsonb json_path query
How do you navigate deeply nested JSONB paths using the `#>` and `#>>` operators?,"<b>ANSWER:</b> Path array extraction operators.<br><br>• &lt;code>payload #> '{user, address, city}'</code>: Extracts the nested JSON object.<br>• &lt;code>payload #>> '{user, address, city}'</code>: Extracts the final nested value as plain `TEXT`.",JSONB Mastery,sql postgres jsonb path operators
