Question,Answer,Topic,Tags
What does the `peer` authentication method do in `pg_hba.conf`?,"<b>ANSWER:</b> It relies on the operating system's user identity.<br><br>If the Linux user logged into the server is `alice`, and `peer` auth is set, she can automatically log into the database as the Postgres role `alice` without providing a database password. Typically used for local connections.",Database Security,edb_postgres security pg_hba peer
What is the difference between `pg_stat_user_tables` and `pg_stat_all_tables`?,"<b>ANSWER:</b> Filtering out system tables.<br><br>`pg_stat_user_tables` shows statistics (like number of sequential scans, rows inserted, dead tuples) ONLY for tables created by users. `pg_stat_all_tables` includes internal Postgres system catalogs and TOAST tables.",Monitoring & Admin,edb_postgres catalogs monitoring
What is TOAST in Postgres?,"<b>ANSWER:</b> The Oversized-Attribute Storage Technique.<br><br>Postgres has a strict 8KB page size. If a single row exceeds this (e.g., saving a massive text document or JSON blob), Postgres automatically compresses and chunks the oversized data into a hidden 'TOAST' table, keeping the main table small and fast.",Architecture,edb_postgres architecture storage toast
What is the `pg_settings` view?,"<b>ANSWER:</b> A system view that shows the current values of all configuration parameters.<br><br>It is the SQL equivalent of reading `postgresql.conf`, but better. It shows the current value, the default value, the min/max allowed, and whether a restart is required to change it.",Monitoring & Admin,edb_postgres config monitoring
What is a BRIN Index?,"<b>ANSWER:</b> Block Range Index.<br><br>Designed for extremely large tables where the data is physically sorted on disk (e.g., time-series data like logs). Instead of indexing every row, it just stores the MIN and MAX values for a range of blocks. It is thousands of times smaller than a B-Tree and much faster to create.",Advanced Indexing,edb_postgres indexing brin
What is a GiST Index?,"<b>ANSWER:</b> Generalized Search Tree.<br><br>Used for complex data types that don't fit into simple =, &gt;, &lt; logic. Most commonly used for <b>Geospatial data (PostGIS)</b> (finding overlapping polygons) and Full-Text Search.",Advanced Indexing,edb_postgres indexing gist
What is a Covering Index (INCLUDE clause)?,"<b>ANSWER:</b> An index that 'carries' extra data payload to enable Index-Only Scans.<br><br><code>CREATE INDEX idx_user_id ON users (id) INCLUDE (email);</code><br>The index is built on `id`, but the `email` value is physically stored inside the index leaf nodes. If you query `SELECT email FROM users WHERE id = 5;`, it never touches the table.",Advanced Indexing,edb_postgres indexing covering include
What is the difference between JSON and JSONB data types?,"<b>ANSWER:</b> Text vs Binary.<br><br>• <b>JSON:</b> Stores an exact text copy of the input (including whitespace and duplicate keys). Slower to query.<br>• <b>JSONB:</b> Stores data in a decomposed binary format. Removes whitespace, keeps only the last duplicate key. Massively faster to process and supports <b>GIN Indexing</b>.",Data Types,edb_postgres datatypes jsonb
Explain a Nested Loop Join.,"<b>ANSWER:</b> The simplest join strategy.<br><br>For every row in Table A, it scans Table B looking for a match. Highly efficient if Table A is very small and Table B has an index on the join column. Terrible if both tables are large.",Query Tuning,edb_postgres tuning joins nested_loop
Explain a Hash Join.,"<b>ANSWER:</b> The go-to join for large, unsorted datasets.<br><br>The planner takes the smaller table and builds an in-memory Hash Table (using `work_mem`). It then scans the larger table row-by-row, hashing the join key, and doing a fast lookup in the Hash Table.",Query Tuning,edb_postgres tuning joins hash
Explain a Merge Join.,<b>ANSWER:</b> The zipper join.<br><br>Requires both tables to be sorted on the join key (either by an Index or an explicit Sort operation). It walks down both sorted lists simultaneously like a zipper. Excellent for massive tables if they are already indexed/sorted.,Query Tuning,edb_postgres tuning joins merge
What does `SET enable_seqscan = OFF;` do in testing?,"<b>ANSWER:</b> Forces the query planner to avoid Sequential Scans if any other path (like an Index Scan) is remotely possible.<br><br>Used by DBAs for debugging to see if an index is actually capable of being used, but <b>never use this in production</b>, as seq scans are often faster for large data retrievals.",Query Tuning,edb_postgres tuning planner
Why should you disable Transparent Huge Pages (THP) on Linux for Postgres?,"<b>ANSWER:</b> It causes severe memory bloat and performance spikes.<br><br>THP attempts to automatically group memory pages into huge pages. Because Postgres manages its own memory (shared_buffers), THP's background defragmentation locks memory and stalls the database. Standard Huge Pages are good, THP is bad.",OS Tuning,edb_postgres os_tuning linux huge_pages
What should the Linux `vm.swappiness` be set to for a Postgres server?,"<b>ANSWER:</b> A very low value, typically `1` or `10`. (Default is usually 60).<br><br>You want the OS to avoid swapping Postgres memory to disk at all costs, as disk swap is exponentially slower than RAM and will kill database performance.",OS Tuning,edb_postgres os_tuning linux swappiness
What is `effective_cache_size`?,"<b>ANSWER:</b> A planner hint (not actual allocated memory).<br><br>It tells the Postgres query planner how much total memory is likely available for caching data (Shared Buffers + Linux OS Disk Cache). If set high, the planner knows it's safe to use index scans because the index is likely cached in RAM.",Configuration,edb_postgres config memory tuning
What is Split-Brain in a High Availability cluster?,"<b>ANSWER:</b> A catastrophic failure where a network partition causes two nodes to both think they are the Primary database.<br><br>Both start accepting writes independently. When the network heals, the data is completely diverged and corrupted. Patroni prevents this using a distributed consensus store (like etcd).",High Availability,edb_postgres ha split_brain
What is BDR (Bi-Directional Replication) / EDB Postgres Distributed?,"<b>ANSWER:</b> A Multi-Master replication architecture.<br><br>Unlike standard Streaming Replication (Active/Passive), BDR allows multiple Postgres nodes across different geographical regions to all accept Read AND Write traffic simultaneously. It uses complex conflict resolution logic.",EDB Advanced,edb_postgres advanced bdr multi_master
What happens if a Logical Replication Subscriber falls behind the Publisher?,"<b>ANSWER:</b> The Publisher accumulates WAL data.<br><br>Because logical replication uses Replication Slots, the Publisher will not delete WAL files that the Subscriber hasn't consumed yet. If the Subscriber is down for days, the Publisher's disk will fill up and crash. Monitor `pg_stat_replication_slots`.",Replication,edb_postgres replication logical monitoring
"A query is suddenly running very slow, but no data or code has changed. What is the most likely DBA fix?","<b>ANSWER:</b> Run `ANALYZE`.<br><br>The table statistics may have become stale, causing the Query Planner to choose a terrible execution plan (like a Nested Loop instead of a Hash Join). `ANALYZE my_table;` updates the stats.",Troubleshooting,edb_postgres troubleshooting analyze planner
How do you safely terminate a query that has been running for 5 hours without shutting down the database?,"<b>ANSWER:</b> Using `pg_cancel_backend()`.<br><br><b>The Code:</b><br><code>SELECT pg_cancel_backend(pid);</code><br>This sends a SIGINT to cancel the specific query gracefully. If it ignores it, use `pg_terminate_backend(pid)` to kill the entire connection (SIGTERM).",Troubleshooting,edb_postgres troubleshooting terminate
You see high CPU usage and `pg_stat_activity` shows many queries in the `active` state with the wait event `LWLock: buffer_mapping`. What does this mean?,"<b>ANSWER:</b> Extreme competition for `shared_buffers`.<br><br>This usually means the working data set is much larger than `shared_buffers`, and hundreds of connections are fighting to evict pages and load new ones from disk simultaneously.",Troubleshooting,edb_postgres troubleshooting cpu lwlock
What is `pg_repack`?,"<b>ANSWER:</b> A tool to remove table bloat without the heavy locks of `VACUUM FULL`.<br><br>It rebuilds the table and indexes in the background, keeping the table online for reads and writes during the process. Highly recommended for production maintenance.",Maintenance,edb_postgres maintenance bloat pgrepack
What is Transparent Data Encryption (TDE) in EDB Postgres?,"<b>ANSWER:</b> Encrypting the data files at rest on the hard drive.<br><br>If a thief steals the physical hard drive, they cannot read the Postgres data files. The database engine automatically encrypts data as it writes to disk and decrypts as it reads into memory. Requires EDB Advanced Server.",EDB Advanced,edb_postgres advanced security tde
What does `GRANT ALL PRIVILEGES ON DATABASE mydb TO alice;` actually do?,"<b>ANSWER:</b> It gives the right to connect, create schemas, and create temp tables.<br><br><b>Crucial Gotcha:</b> It does NOT give Alice the right to read or modify the tables inside the database! You still need to grant privileges on the schemas and tables specifically.",Database Security,edb_postgres security privileges gotcha
What is `pg_stat_bgwriter`?,"<b>ANSWER:</b> A system view for monitoring background writer performance.<br><br>It shows how many buffers were allocated, how many were written by the bgwriter versus individual backends (sessions). If `buffers_backend` is very high, it means the bgwriter isn't keeping up, and you need to tune `bgwriter_delay` or `bgwriter_lru_maxpages`.",Performance Tuning,edb_postgres tuning bgwriter
What is `effective_io_concurrency`?,"<b>ANSWER:</b> Tells Postgres how many concurrent disk I/O operations it can expect the storage subsystem to handle.<br><br>For standard HDDs, it's 1. For RAID arrays, it's the number of disks. For modern NVMe SSDs, it should be set high (e.g., 200+). It helps the planner optimize Bitmap Index Scans.",Configuration,edb_postgres config io nvme
How does `random_page_cost` differ between HDD and SSD?,"<b>ANSWER:</b> It dictates the planner's bias against Index Scans.<br><br>By default, it's `4.0` (assuming random disk reads are 4x slower than sequential reads, true for HDDs). For SSDs, random reads are almost as fast as sequential reads, so DBAs lower this to `1.1` to encourage the planner to use indexes more often.",Configuration,edb_postgres config ssd random_page_cost
What is a Bitmap Heap Scan?,"<b>ANSWER:</b> The middle ground between an Index Scan and a Sequential Scan.<br><br>If a query needs many rows (but not all of them), Postgres scans the index first, builds an in-memory 'bitmap' of which data pages contain the matching rows, and then physically visits the table, sorting the page fetches to avoid random I/O.",Query Tuning,edb_postgres tuning scan bitmap
What is `pg_stat_user_indexes` used for?,"<b>ANSWER:</b> Finding unused or useless indexes.<br><br>Indexes speed up reads but slow down writes (Inserts/Updates). If you query `pg_stat_user_indexes` and see `idx_scan = 0` for an index after months of uptime, it means the index is never being used and should be deleted to save space and improve write performance.",Maintenance,edb_postgres maintenance indexes unused
What is a Foreign Key constraint's impact on performance?,"<b>ANSWER:</b> It requires a hidden lookup on every INSERT/UPDATE.<br><br>If `Orders` has a Foreign Key pointing to `Users`, every time you insert an Order, Postgres must implicitly run a `SELECT` on `Users` to verify the ID exists. You should <b>always</b> index the Foreign Key column to speed up this check and avoid full table scans during cascading deletes.",Architecture,edb_postgres architecture foreign_key
What happens when `max_connections` is exhausted?,"<b>ANSWER:</b> New clients are completely blocked with a ""FATAL: sorry, too many clients already"" error.<br><br>Increasing `max_connections` excessively (e.g., to 5000) will exhaust OS memory and crash the server. The correct DBA solution is implementing a connection pooler like PgBouncer.",Troubleshooting,edb_postgres troubleshooting connections
What is the primary function of `pg_restore`?,"<b>ANSWER:</b> Restoring a database from a custom-format dump.<br><br>If you use `pg_dump` with the `-F c` (custom) or `-F d` (directory) format, you must use `pg_restore` to read it. The benefit is `pg_restore` can restore tables in parallel (`-j` flag) and allows you to selectively restore single tables.",Backup & Recovery,edb_postgres backup restore
What is the `pg_waldump` utility?,"<b>ANSWER:</b> A forensic tool to read Write-Ahead Log files.<br><br>WAL files are binary and unreadable. `pg_waldump` translates them into human-readable text. DBAs use it to figure out exactly what transaction caused massive WAL generation (e.g., ""Who deleted 50 million rows last night?"").",Troubleshooting,edb_postgres troubleshooting waldump
What is `pg_rewind`?,"<b>ANSWER:</b> A tool to resynchronize a demoted Primary after a failover.<br><br>If the Primary crashes, a Standby takes over. When the old Primary comes back, its data timeline has diverged. Instead of deleting the old Primary and doing a massive `pg_basebackup`, `pg_rewind` only copies the specific data blocks that changed, bringing it back as a Standby in seconds.",High Availability,edb_postgres ha pg_rewind
What is the difference between `DELETE` and `TRUNCATE`?,"<b>ANSWER:</b> MVCC overhead vs File deletion.<br><br>• <b>`DELETE`</b>: Scans the table and marks rows as dead (MVCC). Generates massive WAL logs and requires VACUUM later to free space.<br>• <b>`TRUNCATE`</b>: Physically deletes the underlying data file on the hard drive and creates a new empty one. It is instantaneous and reclaims all space immediately, but cannot be rolled back easily in all dialects.",SQL Fundamentals,edb_postgres sql truncate delete
Explain the role of `search_path`.,"<b>ANSWER:</b> Determines the order Postgres searches schemas when you query a table without specifying the schema name.<br><br>Default is `""$user"", public`. If you query `SELECT * FROM users;`, it first looks in a schema named after your username. If it doesn't find it, it looks in the `public` schema.",Configuration,edb_postgres config schemas
What is a Hash Index?,"<b>ANSWER:</b> An index optimized exclusively for exact equality (`=`) checks.<br><br>Historically, they were unsafe in Postgres because they weren't WAL-logged (they would break on crash). In Postgres 10+, they became WAL-logged and crash-safe. They are smaller and slightly faster than B-Trees for simple '=' lookups.",Advanced Indexing,edb_postgres indexing hash
What is an Anonymous Code Block in PL/pgSQL?,"<b>ANSWER:</b> A PL/pgSQL script executed on the fly without saving it as a function.<br><br>Defined using the `DO $$ ... $$` syntax. Perfect for one-off DBA maintenance scripts or complex data migrations that require variables and loops, but don't need to be saved in the database permanently.",PL/pgSQL,edb_postgres plpgsql anonymous_block
What does the `COMMIT` statement actually guarantee?,"<b>ANSWER:</b> Durability (the 'D' in ACID).<br><br>When the client receives the ""COMMIT successful"" message, it guarantees that the transaction's WAL records have been physically flushed (fsync'd) to the persistent storage drive. Even if power is lost one millisecond later, the data will survive.",Architecture,edb_postgres architecture acid commit
What are the three core components of Postgres Enterprise Manager (PEM)?,"<b>ANSWER:</b> PEM Server, PEM Agent, and PEM Web Client.<br><br>• <b>PEM Server:</b> The backend Postgres database repository storing metrics, alerts, and historical data.<br>• <b>PEM Agent:</b> A lightweight background service installed on each monitored host that collects metrics.<br>• <b>PEM Web Client:</b> The browser-based graphical management dashboard (built on pgAdmin 4).",Database Monitoring,edb_postgres pem monitoring architecture
What script is used to configure the PEM Server on Linux after package installation?,"<b>ANSWER:</b> <code>/usr/edb/pem/bin/configure-pem-server.sh</code><br><br>This interactive script configures: (1) whether to install Web Services, Database, or both, (2) database port and superuser credentials, (3) SSL certificates for secure agent communication.",Database Monitoring,edb_postgres pem installation linux
How do you register a PEM Agent with the PEM Server from the command line?,"<b>ANSWER:</b> Using the `pemworker` utility with `--register-agent`.<br><br><b>The Command:</b><br><code>/usr/edb/pem/agent/bin/pemworker --register-agent</code><br><br>Prompts for PEM Server IP, port, credentials, and agent description to establish mutual SSL trust.",Database Monitoring,edb_postgres pem agent registration
What is the purpose of Postgres Cumulative Statistics Views?,"<b>ANSWER:</b> Monitoring internal server activity metrics since the last statistics reset.<br><br>• <code>pg_stat_database</code>: Transactions committed/rolled back, blocks read/hit.<br>• <code>pg_stat_all_tables</code>: Seq scans, index scans, live vs dead tuples.<br>• <code>pg_statio_all_tables</code>: Disk block reads vs buffer cache hits.",Database Monitoring,edb_postgres monitoring statistics catalogs
How do you log queries taking longer than a specific threshold (e.g. 5 seconds)?,<b>ANSWER:</b> Set `log_min_duration_statement` in `postgresql.conf`.<br><br><b>Configuration:</b><br><code>log_min_duration_statement = 5000</code><br><br>Value is in milliseconds (5000ms = 5s). Set to `0` to log all queries; set to `-1` to disable.,Database Monitoring,edb_postgres monitoring logging slow_query
How do you find which session PID is blocking another session in Postgres?,"<b>ANSWER:</b> Query `pg_blocking_pids()` in combination with `pg_stat_activity`.<br><br><b>The Query:</b><br><code>SELECT pid, pg_blocking_pids(pid) AS blocked_by, query <br>FROM pg_stat_activity <br>WHERE cardinality(pg_blocking_pids(pid)) > 0;</code>",Database Monitoring,edb_postgres monitoring locking locks
What are the 5 internal stages of SQL statement processing in Postgres?,"<b>ANSWER:</b> Parse, Rewrite, Plan, Optimize, Execute.<br><br>1. <b>Parser:</b> Checks syntax and transforms SQL into a parse tree.<br>2. <b>Traffic Cop / Rewriter:</b> Applies rewrite rules (e.g. expanding Views).<br>3. <b>Planner/Optimizer:</b> Evaluates access paths and generates the lowest-cost execution plan.<br>4. <b>Executor:</b> Walks the plan tree and returns/modifies tuples.",SQL Tuning,edb_postgres tuning architecture statement
What are the core Planner Cost Constants and their default values?,"<b>ANSWER:</b> Unitless cost estimation metrics used by the query optimizer.<br><br>• <code>seq_page_cost = 1.0</code> (baseline cost for reading a sequential disk page)<br>• <code>random_page_cost = 4.0</code> (cost for random disk access, HDD default)<br>• <code>cpu_tuple_cost = 0.01</code> (CPU cost to process one row)<br>• <code>cpu_index_tuple_cost = 0.005</code> (CPU cost to process one index entry)<br>• <code>cpu_operator_cost = 0.0025</code> (CPU cost for comparison/operator)",SQL Tuning,edb_postgres tuning planner costs
Why do DBAs lower `random_page_cost` from 4.0 to 1.1 on SSD/NVMe drives?,"<b>ANSWER:</b> Because SSDs have virtually zero seek latency penalty.<br><br>At `4.0`, the planner assumes random reads are 4x slower than sequential reads, unfairly favoring Seq Scans. Lowering it to `1.1–1.5` accurately reflects SSD performance, encouraging the planner to use Index Scans where appropriate.",SQL Tuning,edb_postgres tuning ssd random_page_cost
"What does `EXPLAIN (ANALYZE, BUFFERS)` reveal that standard `EXPLAIN` does not?","<b>ANSWER:</b> Actual runtime and buffer cache usage.<br><br>• Standard `EXPLAIN`: Only shows the optimizer's *estimates* without running the query.<br>• `EXPLAIN ANALYZE`: Actually runs the query and displays actual execution time and row counts.<br>• `BUFFERS`: Displays exact buffer hits (`shared hit`), disk reads (`read`), and dirty pages (`dirtied`).",SQL Tuning,edb_postgres tuning explain buffers
What are Query Optimizer Hints in EDB Postgres Advanced Server?,<b>ANSWER:</b> Directives inside comments that force the optimizer to choose a specific plan.<br><br><b>Examples:</b><br>• <code>/*+ IndexScan(emp emp_idx) */</code> - Force index scan.<br>• <code>/*+ HashJoin(a b) */</code> - Force hash join.<br>• <code>/*+ Leading(t1 (t2 t3)) */</code> - Dictate exact join order.<br>Supported in EDB via the `edb_hint_plan` extension.,SQL Tuning,edb_postgres tuning hints epas
"What does `default_statistics_target` control, and when should you raise it?","<b>ANSWER:</b> The number of histogram buckets stored in `pg_statistic` during `ANALYZE`.<br><br>Default is `100`. For columns with non-uniform data distribution or complex joins that produce inaccurate row estimates, raising it to `500` or `1000` (per column: <code>ALTER TABLE t ALTER c SET STATISTICS 500;</code>) yields vastly better plans.",SQL Tuning,edb_postgres tuning analyze statistics
What is the `pg_prewarm` extension and why is it used?,"<b>ANSWER:</b> Loading table and index pages into the buffer cache ahead of time.<br><br>After a database restart, caches are 'cold', causing slow initial queries due to disk I/O. `pg_prewarm` warms the cache immediately so production traffic experiences zero initial slowdown.",Performance Tuning,edb_postgres tuning pg_prewarm memory
How do you prewarm a specific table into shared buffers using `pg_prewarm`?,"<b>ANSWER:</b> Run the `pg_prewarm` function in SQL.<br><br><b>The SQL:</b><br><code>CREATE EXTENSION pg_prewarm;</code><br><code>SELECT pg_prewarm('edbuser.customers');</code><br><br>Supported modes: `prefetch` (async OS read), `read` (sync OS read), and `buffer` (default, reads directly into Postgres shared_buffers).",Performance Tuning,edb_postgres tuning pg_prewarm sql
How does `autoprewarm` work in EDB Postgres?,"<b>ANSWER:</b> Automatically saves buffer state on shutdown and restores it on startup.<br><br><b>Configuration:</b><br>Add `pg_prewarm` to `shared_preload_libraries`. The background worker periodically records all buffer page IDs to disk (`autoprewarm_interval = 300s`). On server restart, it automatically restores those exact blocks to shared memory.",Performance Tuning,edb_postgres tuning autoprewarm config
What are the three Background Writer (BGWRITER) tuning parameters?,"<b>ANSWER:</b> `bgwriter_delay`, `bgwriter_lru_maxpages`, and `bgwriter_lru_multiplier`.<br><br>• <code>bgwriter_delay</code>: Sleep interval between rounds (default 200ms).<br>• <code>bgwriter_lru_maxpages</code>: Max dirty buffers written per round (default 100).<br>• <code>bgwriter_lru_multiplier</code>: Multiplier applied to average buffer demand to predict future needs (default 2.0).",Performance Tuning,edb_postgres tuning bgwriter memory
What is `checkpoint_completion_target` and why should it be set to 0.9?,"<b>ANSWER:</b> Spreads checkpoint I/O across the entire checkpoint interval.<br><br>If a checkpoint occurs every 15 minutes, a target of `0.9` tells Postgres to throttle dirty buffer disk writes over 13.5 minutes (90% of the window), preventing catastrophic disk I/O spikes that stall running transactions.",Performance Tuning,edb_postgres tuning checkpoint io
What triggers an automatic checkpoint in Postgres?,<b>ANSWER:</b> Time elapsed OR Volume of WAL generated.<br><br>1. <b>Time:</b> `checkpoint_timeout` is reached (e.g. every 15 minutes).<br>2. <b>Volume:</b> WAL writes exceed `max_wal_size` (e.g. 16GB).<br>DBAs check logs: frequent WAL-driven checkpoints indicate `max_wal_size` should be increased.,Performance Tuning,edb_postgres tuning checkpoint wal
What three files make up a standard Postgres extension?,"<b>ANSWER:</b> Control file, SQL script, and optional Shared Object.<br><br>1. <code>extension_name.control</code>: Metadata (version, dependencies, relocatability).<br>2. <code>extension_name--version.sql</code>: SQL commands defining tables, functions, and types.<br>3. <code>extension_name.so / .dll</code>: Compiled C library (if C functions are included).",Extensions,edb_postgres extensions architecture
Why do some extensions require `shared_preload_libraries`?,"<b>ANSWER:</b> Because they register background workers or install shared memory / hook intercepts.<br><br>Extensions like `pg_stat_statements`, `pg_prewarm`, and `auth_delay` must allocate shared memory structures and attach C-level function hooks at postmaster startup, requiring a database restart.",Extensions,edb_postgres extensions shared_preload_libraries
"How do you clone an entire database using SQL, and what is its major limitation?",<b>ANSWER:</b> Using `CREATE DATABASE ... TEMPLATE`.<br><br><b>The SQL:</b><br><code>CREATE DATABASE new_db TEMPLATE source_db;</code><br><br><b>Limitation:</b> No other active user sessions can be connected to `source_db` while the command runs. All connections must be terminated first.,Database Administration,edb_postgres admin clone template
What is the EDB `edb_cloneschema` extension?,"<b>ANSWER:</b> A specialized tool for cloning individual schemas within or between databases.<br><br>Requires `parallel_clone` in `shared_preload_libraries`. It can clone tables, indexes, constraints, and data in parallel threads without requiring connections to the source database to be dropped.",EDB Advanced Server,edb_postgres epas clone schema
When must Transparent Data Encryption (TDE) be enabled in EDB Postgres?,"<b>ANSWER:</b> At database cluster initialization (`initdb`) time only.<br><br><b>The Command:</b><br><code>initdb -D /path/to/data -y --key-provider=...</code><br><br>TDE encrypts data files, WAL, and temporary files at rest. You cannot retroactively turn on TDE on an existing unencrypted cluster without migrating data.",Database Security,edb_postgres security tde encryption
What encryption algorithms are supported by EDB Postgres TDE?,"<b>ANSWER:</b> AES-128 and AES-256.<br><br>AES-128 is the default cipher (`tde_data_encryption_cipher = 'AES_128_CBC'`), but AES-256 (`AES_256_CBC`) is fully supported for enterprise security compliance.",Database Security,edb_postgres security tde aes
How does key hierarchy work in EDB Transparent Data Encryption (TDE)?,"<b>ANSWER:</b> Two-tier key architecture: Master Key and Data Encryption Key (DEK).<br><br>• <b>Data Encryption Key (DEK):</b> Used directly by the database engine to encrypt/decrypt blocks.<br>• <b>Master Key (Key Wrapping Key):</b> Encrypts the DEK. Stored externally in a Key Management Service (AWS KMS, HashiCorp Vault, or local file).",Database Security,edb_postgres security tde kms
Explain the difference between `psql` and `edb-psql`.,<b>ANSWER:</b> Community CLI vs EDB Enhanced CLI.<br><br>`psql` is the standard PostgreSQL command line interface. `edb-psql` is bundled with EDB Postgres Advanced Server and provides compatibility enhancements for Oracle-style syntax and EDB tools.,User Tools,edb_postgres tools psql edb-psql
Name 5 essential `psql` meta-commands used daily by Postgres DBAs.,"<b>ANSWER:</b> Core slash commands:<br><br>• <code>\l+</code>: List all databases, owners, encodings, and physical sizes.<br>• <code>\dt+</code>: List all tables with schema, owner, and disk footprint.<br>• <code>\di+</code>: List all indexes and their sizes.<br>• <code>\du+</code>: List all roles, permissions, and group memberships.<br>• <code>\x</code>: Toggle Expanded display (formats columns vertically, essential for wide rows).",User Tools,edb_postgres tools psql meta_commands
How do you run a SQL script file from inside `psql` and redirect output to a file?,<b>ANSWER:</b> Using `\i` (input) and `\o` (output).<br><br><b>The Commands:</b><br><code>\o /tmp/query_results.txt</code> (redirects output)<br><code>\i /path/to/script.sql</code> (executes the script file)<br><code>\o</code> (resets output back to the terminal screen),User Tools,edb_postgres tools psql script
How do you display execution time for every query in `psql`?,"<b>ANSWER:</b> Use the `\timing` meta-command.<br><br><b>Command:</b><br><code>\timing on</code><br><br>After enabling, every subsequent query will display: <code>Time: 12.345 ms</code> upon completion.",User Tools,edb_postgres tools psql timing
What parameters in `postgresql.conf` configure automatic log file rotation?,"<b>ANSWER:</b> `logging_collector`, `log_filename`, `log_rotation_age`, and `log_rotation_size`.<br><br>• <code>logging_collector = on</code><br>• <code>log_directory = 'log'</code><br>• <code>log_filename = 'postgresql-%Y-%m-%d_%H%M%S.log'</code><br>• <code>log_rotation_age = 1d</code> (rotates daily)<br>• <code>log_rotation_size = 100MB</code> (rotates if size exceeds 100MB)",Configuration & Logging,edb_postgres logging rotation config
"What does `log_line_prefix` do, and what is a recommended production format?",<b>ANSWER:</b> Formats the metadata prepended to every log entry.<br><br><b>Recommended format:</b><br><code>log_line_prefix = '%m [%p] %u@%d client=%h '</code><br><br>• <code>%m</code> = timestamp with ms<br>• <code>%p</code> = process ID<br>• <code>%u</code> = username<br>• <code>%d</code> = database name<br>• <code>%h</code> = client remote host,Configuration & Logging,edb_postgres logging prefix troubleshooting
"What is the difference between `log_statement = 'ddl'`, `'mod'`, and `'all'`?","<b>ANSWER:</b> Filters which statement types are logged.<br><br>• <code>none</code>: Disables statement logging.<br>• <code>ddl</code>: Only logs CREATE, ALTER, DROP statements.<br>• <code>mod</code>: Logs DDL + all data-modifying queries (INSERT, UPDATE, DELETE, TRUNCATE).<br>• <code>all</code>: Logs every single query (including SELECT). Generates massive log volume.",Configuration & Logging,edb_postgres logging statements audit
Troubleshoot this error: `psql: could not connect to server: Connection refused (0x0000274D/10061)`,"<b>ANSWER:</b> The client cannot reach a listening service on that IP/port.<br><br><b>Checklist:</b><br>1. Is Postgres service running? (<code>systemctl status edb-as-17</code>)<br>2. Is Postgres listening on the port? Check `port` in `postgresql.conf`.<br>3. Check `listen_addresses` in `postgresql.conf` (if it's `localhost`, external IPs are refused).<br>4. Check OS firewall / iptables.",Troubleshooting,edb_postgres troubleshooting network connection
"Troubleshoot this error: `FATAL: no pg_hba.conf entry for host ""192.168.1.50"", user ""appuser"", database ""proddb"", no encryption`",<b>ANSWER:</b> The incoming connection does not match any entry in `pg_hba.conf`.<br><br><b>Fix:</b> Add an authorized line to `pg_hba.conf`:<br><code>host  proddb  appuser  192.168.1.50/32  scram-sha-256</code><br>Then run <code>SELECT pg_reload_conf();</code>. No restart required.,Troubleshooting,edb_postgres troubleshooting pg_hba security
What is a Schema in Postgres and what is the default schema?,<b>ANSWER:</b> A logical namespace within a database containing database objects.<br><br>The default schema is <code>public</code>. Schemas allow multiple users/applications to use the same database without table name collisions (e.g. `hr.employees` vs `sales.employees`).,Data Management,edb_postgres schemas ddl
How does Postgres determine which schema to look in when a table name is unquoted?,"<b>ANSWER:</b> Using the `search_path` configuration parameter.<br><br><b>Default:</b> <code>""$user"", public</code><br>Postgres searches from left to right: first in a schema matching the current user's name, then in `public`. You can set it per session: <code>SET search_path TO myschema, public;</code>",Data Management,edb_postgres schemas search_path
What are the three core sequence functions in Postgres?,"<b>ANSWER:</b> `nextval()`, `currval()`, and `setval()`.<br><br>• <code>nextval('seq_name')</code>: Advances sequence and returns new value.<br>• <code>currval('seq_name')</code>: Returns most recent value generated by nextval in current session.<br>• <code>setval('seq_name', 1000)</code>: Manually resets sequence counter to specified value.",SQL Primer,edb_postgres sql sequences
"Why do Sequence values have gaps, and can rolled-back transactions be recovered?","<b>ANSWER:</b> Sequences never roll back (by design).<br><br>To allow high concurrency, `nextval` does not take transaction locks. If a transaction calls `nextval()`, receives ID `42`, and then ROLLBACKs, number 42 is permanently lost. This prevents transactions from blocking each other.",SQL Primer,edb_postgres sql sequences concurrency
What is the difference between `SERIAL` and `IDENTITY` columns in Postgres 10+?,"<b>ANSWER:</b> Legacy Postgres pseudo-type vs ANSI SQL standard.<br><br>• <code>SERIAL</code>: Automatically creates an underlying sequence and sets `DEFAULT nextval()`. Easy to bypass accidentally.<br>• <code>GENERATED ALWAYS AS IDENTITY</code>: Standard SQL compliant, integrates tightly with table metadata, and prevents manual insertion unless explicitly overridden.",SQL Primer,edb_postgres sql identity serial
How do you add a CHECK constraint to a massive production table without locking it?,"<b>ANSWER:</b> Use `NOT VALID` followed by `VALIDATE CONSTRAINT`.<br><br><b>Step 1:</b><br><code>ALTER TABLE orders ADD CONSTRAINT chk_price CHECK (price > 0) NOT VALID;</code><br>(Acquires brief lock, enforces only on new rows).<br><b>Step 2:</b><br><code>ALTER TABLE orders VALIDATE CONSTRAINT chk_price;</code><br>(Validates existing rows without blocking concurrent reads or writes).",SQL Primer,edb_postgres sql constraints production
