Question,Answer,Topic,Tags
"What is a Single Page Application (SPA)? (e.g., React, Angular)","<b>ANSWER:</b> A website that never reloads the browser window.<br><br><b>The Simple Explanation:</b><br>In older websites (Multi-Page), clicking a link meant the server had to build a brand new HTML page and send it to you. The screen flashed white every time you clicked.<br><br>In an SPA, when you visit the site, you download ONE massive Javascript file. The Javascript builds the UI directly in your browser. When you click a link, the screen doesn't reload. The Javascript just asks the server for raw JSON data (via an API) and smoothly redraws the specific part of the screen that needs changing, making it feel like a fast mobile app.","System Design","system-design web frontend"
"What is a Database Connection Leak?","<b>ANSWER:</b> Leaving the water running until the well dries up.<br><br><b>The Simple Explanation:</b><br>Your web server has a Connection Pool with 50 database connections available.<br>When a user loads a page, your Java code borrows a connection, queries the database, but a bug in your code forgets to call `connection.close()`.<br><br>The connection is never returned to the pool. After 50 users visit your site, the pool is completely empty. The 51st user tries to load a page, the server waits forever for a free connection, and the entire website hangs permanently.","System Design","system-design database bugs"
"What is an Idempotent API?","<b>ANSWER:</b> A button you can press 100 times, but it only charges your credit card once.<br><br><b>The Simple Explanation:</b><br>If a user has a slow internet connection, they might click the 'Submit Payment' button three times in panic.<br><br>• <b>Non-Idempotent:</b> The API charges their card 3 times for $50. The user is furious.<br>• <b>Idempotent:</b> The API design is safe. The app generates a unique 'Request ID' when the button is first clicked. Even if the request is sent 3 times, the server sees the exact same Request ID and says, 'I already processed this one, ignoring the duplicates.' The user is only charged once.","System Design","system-design api architecture"
"What is Continuous Monitoring / Observability? (e.g., Datadog, Prometheus)","<b>ANSWER:</b> The dashboard of a car.<br><br><b>The Simple Explanation:</b><br>If you have 50 microservices running on 20 servers, and a user complains 'Checkout is slow', how do you know which server is causing the problem?<br><br>Observability tools collect Metrics (CPU usage), Logs (text files of errors), and Traces (the exact path a request took through the 50 microservices). They combine it into a massive, beautiful dashboard. If the Database CPU hits 99%, the dashboard flashes red and automatically sends a Slack message to the engineering team before the users even notice.","System Design","system-design devops monitoring"
"Explain the Two-Phase Commit (2PC) protocol.","<b>ANSWER:</b> A group of friends trying to decide on a restaurant.<br><br><b>The Simple Explanation:</b><br>In a distributed system, you need to save an order in the Orders DB (Server A) and deduct inventory from the Warehouse DB (Server B). They MUST both succeed, or both fail.<br><br>1. <b>Phase 1 (Prepare):</b> The Coordinator asks Server A and Server B, 'Are you both ready and able to commit this transaction?' They both lock their records and reply 'Yes'.<br>2. <b>Phase 2 (Commit):</b> Since both said Yes, the Coordinator says 'DO IT'. They both commit.<br>If Server B had replied 'No, out of stock', the Coordinator would tell Server A to Abort. It guarantees consistency across different databases.","System Design","system-design architecture transactions"
"What is OAuth 2.0? (e.g., 'Log in with Google')","<b>ANSWER:</b> Giving the Valet your car key, but not the key to your house.<br><br><b>The Simple Explanation:</b><br>You want to sign up for Spotify, but you don't want to create a new password. You click 'Log in with Google'.<br><br>Instead of giving Spotify your Google password (extremely dangerous), you are redirected to Google. You tell Google, 'I authorize Spotify to see my Name and Email, but NOTHING else.'<br>Google hands Spotify a temporary Token. Spotify uses that Token to access your basic info. You never exposed your password, and you can revoke the token at any time.","System Design","system-design security authentication"
"What is Geohashing? (Used in Uber, Tinder, Yelp)","<b>ANSWER:</b> Slicing the Earth into a grid to find things near you.<br><br><b>The Simple Explanation:</b><br>If you open Tinder, it needs to find people within 5 miles of you. If the database calculates the exact mathematical distance between you and all 100 million users, the server will melt.<br><br><b>Geohashing:</b> The world is divided into a grid of squares. Your exact GPS coordinate is converted into a short string based on the square you are standing in (e.g., `9q8yy`). Everyone standing in that same physical square has the exact same Geohash prefix. The database just does a lightning-fast string search `WHERE geohash LIKE '9q8%'` and instantly finds everyone in your neighborhood.","System Design","system-design location algorithms"
"Explain the 'Circuit Breaker' pattern in Microservices.","<b>ANSWER:</b> Tripping the fuse to prevent the house from burning down.<br><br><b>The Simple Explanation:</b><br>Service A (Web) calls Service B (Payment). Service B is overwhelmed and taking 30 seconds to respond.<br>Because Service A is waiting, its threads are all blocked. Soon, Service A is also overwhelmed, which crashes Service C. A massive cascading failure destroys the entire system.<br><br><b>The Circuit Breaker:</b> A proxy sits between A and B. It notices B failed 5 times in a row. It 'Trips the Circuit'. For the next 60 seconds, it instantly rejects any requests from A to B with a fast error, allowing B to recover and saving A from blocking all its threads.","System Design","system-design microservices reliability"
"What is a WAF (Web Application Firewall)?","<b>ANSWER:</b> A security guard that reads the contents of every letter.<br><br><b>The Simple Explanation:</b><br>A normal Firewall (Layer 4) just looks at the envelope: 'Is this from a safe IP address on Port 443? Yes? Let it in.'<br><br>A WAF (Layer 7) opens the envelope. It actually reads the HTTP request. If it sees `SELECT * FROM Users` inside the login box (SQL Injection), or malicious Cross-Site Scripting (XSS) Javascript in the payload, it violently destroys the packet before it ever reaches your web server. It protects you from application-level hacking.","System Design","system-design security firewall"
"What is Software Load Balancing vs Hardware Load Balancing?","<b>ANSWER:</b> A computer program vs a physical metal box.<br><br><b>The Simple Explanation:</b><br>• <b>Hardware (e.g., F5 BIG-IP):</b> A massive, expensive physical machine you bolt into a server rack. It has specialized microchips designed purely to route millions of packets instantly. Extremely fast, but costs $50,000.<br>• <b>Software (e.g., Nginx, HAProxy):</b> A free program you install on a standard Linux server. It routes traffic using standard CPU power. It is infinitely cheaper and wildly more flexible (you can spin up 100 of them in AWS in 2 minutes). Almost all modern tech companies use Software Load Balancing.","System Design","system-design load-balancing architecture"
"Explain the 'SAGA' Pattern in Microservices.","<b>ANSWER:</b> Handling a massive transaction when you can't use a normal database lock.<br><br><b>The Simple Explanation:</b><br>In a Monolith, you book a Flight, Hotel, and Car all in one ACID database transaction. If the Car fails, you rollback the Flight and Hotel instantly.<br><br>In Microservices, those are 3 different databases on 3 different servers. You can't wrap them in one lock.<br><b>SAGA:</b> A sequence of local transactions. <br>1. Book Flight (Success)<br>2. Book Hotel (Success)<br>3. Book Car (Fails!)<br>The SAGA engine then runs <b>Compensating Transactions</b> (undo commands). It sends a message to Hotel saying 'Cancel booking' and to Flight saying 'Cancel booking'. It manually undoes the chain to maintain consistency.","System Design","system-design microservices transactions"
