Question,Answer,Topic,Tags
"Code Subsets Pattern: Power Set","<b>ANSWER:</b> Return all possible subsets (the power set) of an array of distinct integers.<br><br><b>Java Code:</b><br><code>public List<List<Integer>> subsets(int[] nums) {<br>  List<List<Integer>> res = new ArrayList<>();<br>  res.add(new ArrayList<>()); // Start with empty set<br>  for (int num : nums) {<br>    int n = res.size();<br>    for (int i = 0; i < n; i++) {<br>      List<Integer> set = new ArrayList<>(res.get(i));<br>      set.add(num);<br>      res.add(set);<br>    }<br>  }<br>  return res;<br>}</code><br><br><b>Python Code:</b><br><code>def subsets(nums):<br>    res = [[]]<br>    for num in nums:<br>        n = len(res)<br>        for i in range(n):<br>            res.append(res[i] + [num])<br>    return res</code>","DSA Patterns","dsa subsets combinations code"
"What is a Binary Search Tree (BST)? What is the core property?","<b>ANSWER:</b> A specialized tree where the left child is strictly LESS than the parent, and the right child is strictly GREATER than the parent.<br><br><b>Application:</b> Storing data that needs to be constantly searched, inserted, and deleted in O(log N) time.<br><br><b>What to look out for:</b> If you perform an **In-Order Traversal** (Left, Root, Right) on a valid BST, the resulting output will ALWAYS be a perfectly sorted list!","DSA Fundamentals","dsa tree bst"
"Code BST: Validate Binary Search Tree","<b>ANSWER:</b> Check if a binary tree is a valid BST.<br><br><b>Java Code:</b><br><code>public boolean isValidBST(TreeNode root) {<br>  return validate(root, null, null);<br>}<br>private boolean validate(TreeNode node, Integer low, Integer high) {<br>  if (node == null) return true;<br>  if ((low != null && node.val <= low) || (high != null && node.val >= high))<br>    return false;<br>  return validate(node.left, low, node.val) && validate(node.right, node.val, high);<br>}</code><br><br><b>Python Code:</b><br><code>def isValidBST(root):<br>    def validate(node, low, high):<br>        if not node: return True<br>        if (low is not None and node.val <= low) or (high is not None and node.val >= high):<br>            return False<br>        return validate(node.left, low, node.val) and validate(node.right, node.val, high)<br>    return validate(root, None, None)</code>","DSA Patterns","dsa tree bst code dfs"
"What is the LRU Cache Pattern?","<b>ANSWER:</b> Least Recently Used Cache. A data structure that stores key-value pairs with a maximum capacity. When full, it evicts the item that hasn't been accessed for the longest time.<br><br><b>Application:</b> Database caching, OS page replacement.<br><br><b>What to look out for:</b> Achieving O(1) time for BOTH `get()` and `put()` requires combining two structures: A **HashMap** (for O(1) lookups) AND a **Doubly Linked List** (for O(1) eviction at the tail and moving to the head).","DSA Patterns","dsa pattern lru-cache system-design"
"What is the Bit Manipulation Pattern (XOR)?","<b>ANSWER:</b> Using bitwise operators to solve math problems at the silicon level.<br><br><b>Application:</b> Finding non-duplicate numbers, flipping bits, counting set bits.<br><br><b>What to look out for:</b> The XOR (`^`) operator is magic.<br>1. `A ^ A = 0` (A number XORed with itself cancels out to 0)<br>2. `A ^ 0 = A` (A number XORed with 0 is itself).<br>If you XOR every number in an array where every number appears twice except one, all the duplicates cancel out to 0, leaving ONLY the single missing number!","DSA Patterns","dsa pattern bit-manipulation math"
"Code Bit Manipulation: Single Number","<b>ANSWER:</b> Every element appears twice except for one. Find that single one in O(N) time and O(1) space.<br><br><b>Java Code:</b><br><code>public int singleNumber(int[] nums) {<br>  int result = 0;<br>  for (int num : nums) {<br>    result ^= num; // XOR<br>  }<br>  return result;<br>}</code><br><br><b>Python Code:</b><br><code>def single_number(nums):<br>    result = 0<br>    for num in nums:<br>        result ^= num<br>    return result</code>","DSA Patterns","dsa bit-manipulation code"
"What is a Deque (Double-Ended Queue)?","<b>ANSWER:</b> A queue where you can push and pop from BOTH the front and the back in O(1) time.<br><br><b>Application:</b> Sliding Window Maximum (Monotonic Deque), Palindrome checking.<br><br><b>What to look out for:</b><br>Java: `Deque<Integer> dq = new ArrayDeque<>();`<br>Python: `from collections import deque; dq = deque()`","DSA Fundamentals","dsa data-structure queue deque"
"Code Two Pointers: Container With Most Water","<b>ANSWER:</b> Find two lines that together with the x-axis form a container, such that the container contains the most water.<br><br><b>Java Code:</b><br><code>public int maxArea(int[] height) {<br>  int maxWater = 0, left = 0, right = height.length - 1;<br>  while (left < right) {<br>    int h = Math.min(height[left], height[right]);<br>    int w = right - left;<br>    maxWater = Math.max(maxWater, h * w);<br>    if (height[left] < height[right]) left++;<br>    else right--;<br>  }<br>  return maxWater;<br>}</code><br><br><b>Python Code:</b><br><code>def max_area(height):<br>    max_water, left, right = 0, 0, len(height) - 1<br>    while left < right:<br>        h = min(height[left], height[right])<br>        w = right - left<br>        max_water = max(max_water, h * w)<br>        if height[left] < height[right]: left += 1<br>        else: right -= 1<br>    return max_water</code>","DSA Patterns","dsa two-pointers greedy code"
"What is the Greedy Pattern?","<b>ANSWER:</b> Making the locally optimal choice at each stage with the hope of finding a global optimum.<br><br><b>Application:</b> Minimum spanning trees (Prim's/Kruskal's), Dijkstra's shortest path, fractional knapsack, interval scheduling.<br><br><b>What to look out for:</b> Greedy algorithms do not reconsider their choices! Once a choice is made, it's final. If a problem requires you to look ahead or reconsider past choices, you probably need Dynamic Programming, not Greedy.","DSA Patterns","dsa pattern greedy"
"Code Greedy: Best Time to Buy and Sell Stock","<b>ANSWER:</b> You can only buy once and sell once. Maximize profit.<br><br><b>Java Code:</b><br><code>public int maxProfit(int[] prices) {<br>  int minPrice = Integer.MAX_VALUE;<br>  int maxProfit = 0;<br>  for (int price : prices) {<br>    if (price < minPrice) minPrice = price; // found a new low!<br>    else if (price - minPrice > maxProfit) maxProfit = price - minPrice; // check profit<br>  }<br>  return maxProfit;<br>}</code><br><br><b>Python Code:</b><br><code>def max_profit(prices):<br>    min_price = float('inf')<br>    max_profit = 0<br>    for price in prices:<br>        if price < min_price: min_price = price<br>        elif price - min_price > max_profit: max_profit = price - min_price<br>    return max_profit</code>","DSA Patterns","dsa greedy arrays code"
"What is Dijkstra's Algorithm?","<b>ANSWER:</b> Finds the shortest path from a starting node to all other nodes in a WEIGHTED graph.<br><br><b>Application:</b> Google Maps routing, network routing protocols (OSPF).<br><br><b>What to look out for:</b> It uses a **Min-Heap (Priority Queue)** to always explore the cheapest edge first. It absolutely CANNOT handle negative edge weights (If there are negative weights, you must use the Bellman-Ford algorithm instead).","DSA Patterns","dsa graph algorithm shortest-path"
"What is an adjacency list representation of a directed graph in Java and Python?","<b>ANSWER:</b> How to actually store the nodes in memory.<br><br><b>Java:</b><br><code>Map<Integer, List<Integer>> adj = new HashMap<>();<br>adj.putIfAbsent(1, new ArrayList<>());<br>adj.get(1).add(2); // Node 1 points to Node 2</code><br><br><b>Python:</b><br><code>import collections<br>adj = collections.defaultdict(list)<br>adj[1].append(2) # Node 1 points to Node 2</code>","DSA Fundamentals","dsa graph code basics"
"What is the Time Complexity of HashMap Lookups? What causes it to degrade?","<b>ANSWER:</b> Average case is O(1).<br><br><b>The Simple Explanation:</b><br>You put a key in a hash function, it spits out an array index, and you grab the value instantly. <br><b>Degradation:</b> If the hash function is bad, 100 different keys might map to the exact same array index (Hash Collision). The HashMap handles this by turning that index into a Linked List. If you search for a key, it has to traverse the entire linked list, turning the lookup time into O(N).","DSA Fundamentals","dsa hashmap theory time-complexity"
"Code Dynamic Programming: Climbing Stairs","<b>ANSWER:</b> You can climb 1 or 2 steps at a time. How many distinct ways can you climb to the top (n steps)?<br><br><b>Java Code:</b><br><code>public int climbStairs(int n) {<br>  if (n <= 2) return n;<br>  int oneStepBefore = 2, twoStepsBefore = 1, allWays = 0;<br>  for (int i = 3; i <= n; i++) {<br>    allWays = oneStepBefore + twoStepsBefore;<br>    twoStepsBefore = oneStepBefore;<br>    oneStepBefore = allWays;<br>  }<br>  return allWays;<br>}</code><br><br><b>Python Code:</b><br><code>def climb_stairs(n):<br>    if n <= 2: return n<br>    one_step_before, two_steps_before = 2, 1<br>    for _ in range(3, n + 1):<br>        all_ways = one_step_before + two_steps_before<br>        two_steps_before = one_step_before<br>        one_step_before = all_ways<br>    return all_ways</code>","DSA Patterns","dsa dynamic-programming code dp-bottom-up"
